Time,"Population, total",Population growth (annual %),Surface area (sq. km),"GNI, Atlas method (current US$)","GNI per capita, Atlas method (current US$)","Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Mortality rate, under-5 (per 1,000 live births)","Primary completion rate, total (% of relevant age group)","School enrollment, secondary (% gross)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Gross capital formation (% of GDP),"Revenue, excluding grants (% of GDP)",Market capitalization of listed domestic companies (% of GDP),Military expenditure (% of GDP),Merchandise trade (% of GDP),Net migration,"Personal remittances, paid (current US$)","Foreign direct investment, net inflows (BoP, current US$)",GDP per capita (current US$),"Foreign direct investment, net (BoP, current US$)","Inflation, consumer prices (annual %)",Average precipitation in depth (mm per year),"Compulsory education, duration (years)"
1975.0,304222.0,0.734392579767725,320.0,604295175.615235,1990.0,71.9532195121951,2.27,16.102,21.4,113.00560760498,71.8139038085938,0.931990027427673,50.6863391739167,73.6920087173953,86.3323258948059,21.5620366885652,49.7466923095605,26.9892560054462,1.70523464011206,113.986336151168,-1742.0,3898297.787,15853077.5306963,1560.10508924789,-15853077.5306963,8.79166666616691,560.0,10.0
1975.0,21293583.0,1.24829220616137,238390.0,169718651797.0025,15820.0,69.6139024390244,2.59,73.313,42.7,99.3122482299805,100.742958068848,0.9999350011348724,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,9125.0,536805624.619408,0.0,15880.03059212925,-268901305.3429265,3.18982591472949,637.0,10.0
1976.0,9355810.0,2.8440967172144,92120.0,21755451690.9014,2330.0,68.8609756097561,2.82,47.574,39.4,65.9524688720703,55.9000587463379,0.964470028877258,50.6863391739167,13.6592925881003,24.0551876905255,24.7780063277206,20.7087465512634,26.9892560054462,2.35834695323792,29.6613876956784,40490.0,21600763.32,62999101.1965024,2173.28393425975,-57869076.51227,21.1419048031955,854.0,10.0
1976.0,36137812.0,1.05685172472306,505990.0,124068897347.397,3430.0,73.6426829268293,2.77,24.231,20.2,99.3122482299805,72.0631408691406,0.985170006752014,14.1962210789213,12.5893625145826,17.5229816323976,28.4183963438302,18.8680464611955,20.2664131138965,2.32104693213536,22.1275453848559,2804.0,2945085.049,477622019.881708,3276.97023260494,-284957984.069447,17.6248800527481,636.0,10.0
1976.0,55718260.0,0.498851058340731,301340.0,251447921239.416,4510.0,72.9919512195122,2.04,29.348,21.1,102.752723693848,70.2907867431641,0.941009998321533,23.7685237798108,19.9986109478071,21.098819806521,27.3091719839223,25.7122729003269,26.9892560054462,1.82814366885272,36.0378830162964,40885.0,208277267.5,109235548.026999,4042.39482463789,50689880.1363026,16.6141664725788,832.0,10.0
1976.0,78336950.0,-0.428766874960255,356970.0,558747360919.054,7130.0,71.7122195121951,1.45,29.082,19.5,99.3122482299805,100.742958068848,0.9999350011348724,50.6863391739167,17.9961923300948,20.2286113296667,26.0102985328885,22.8305528988921,10.2365375595198,3.13556659409079,36.5340395103795,-79761.0,4173704102.0,1321369937.5521,6659.16546576017,1287619730.30736,4.24663102299209,700.0,10.0
1976.0,54232383.0,0.424132385282009,549086.0,387075518873.666,7140.0,73.1024390243903,2.01,30.947,14.4,95.7610778808594,82.9418182373047,0.9999350011348724,50.6863391739167,20.1163199068632,20.6024790419918,27.0583536992396,35.127891067614,7.43572334160126,3.15613958423347,32.8249234393837,59515.0,2526193604.0,977422843.564051,6794.61739337861,660768470.091457,9.62549578155529,867.0,10.0
1976.0,9818227.0,0.178674447005659,33120.0,74457868780.1808,7580.0,72.119756097561,1.73,26.337,17.6,69.553840637207,83.7607727050781,0.996129989624023,50.6863391739167,48.5543828576666,48.2613755680507,26.9755800760862,35.1685859391222,13.2183050731202,3.09336953424019,56.949534969442,10360.0,663999267.6,871789999.9,7243.04734119583,-268901305.3429265,9.06860981054968,847.0,10.0
1976.0,7565525.0,-0.176672284747108,83879.0,45227643079.0661,5980.0,71.5658536585366,1.69,39.676,21.1,99.3122482299805,90.1950531005859,0.925040006637573,50.6863391739167,28.8655879110229,31.2863018950698,28.8748157765454,29.3869599109426,3.50544553946975,1.36519681077057,46.805797652089,8336.0,232826538.1,91230000.0,5656.1451383787,-268901305.3429265,7.31868545106923,1110.0,10.0
1976.0,4535934.0,0.527232826556227,56540.0,169718651797.0025,15820.0,70.4553658536585,1.936,51.286,7.4,99.3122482299805,100.742958068848,0.9999350011348724,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,-7400.0,536805624.619408,1977264596.96392,15880.03059212925,-268901305.3429265,3.18982591472949,656.0,10.0
1976.0,5072596.0,0.251350791765536,42920.0,45469724641.2394,8960.0,73.739756097561,1.75,23.057,11.7,98.1720809936523,100.742958068848,0.9999350011348724,125.1230150269,28.2837186158052,32.8227842995615,25.4293850852667,29.7300273316939,10.7857323836541,2.204203184792,48.405064751268,3182.0,536805624.619408,-190295662.759812,8773.3396162771,253836633.822641,9.01029083562224,703.0,10.0
1976.0,1439576.0,0.712743106958176,45230.0,169718651797.0025,15820.0,69.3450731707317,2.07,36.648,7.4,99.3122482299805,100.742958068848,0.9999350011348724,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,6942.0,536805624.619408,1977264596.96392,15880.03059212925,-268901305.3429265,3.18982591472949,656.0,10.0
1976.0,9188150.0,1.55321356294865,131960.0,34493731551.6521,3750.0,73.6791219512195,2.35,49.718,25.1,99.6460037231445,84.7714080810547,0.917169988155365,28.931510847214,13.9946543355634,19.9789197895259,35.2669006078097,21.3414399293736,26.9892560054462,5.82922738415295,28.0603048279816,89601.0,45000000.0,305000000.0,3343.38819444676,-305000000.0,13.0242794587955,652.0,10.0
1976.0,10598677.0,0.550182988827917,93030.0,13323022083.2054,1260.0,69.5731707317073,2.23,77.268,32.3,97.3138885498047,78.020378112793,0.963429987430573,16.6988945556326,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,3.00623936471923,79.3105909485817,-472.0,536805624.619408,1977264596.96392,1244.72491436848,-268901305.3429265,5.2283983330866,589.0,10.0
1976.0,34356300.0,0.99779538250044,312690.0,169718651797.0025,15820.0,70.6560975609756,2.3,35.131,27.0,99.6181716918945,82.2310333251953,0.9999350011348724,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,-25716.0,536805624.619408,6000000.0,15880.03059212925,6000000.0,4.41306266552893,600.0,10.0
1976.0,8222286.0,0.363686099368844,447420.11,88142391578.7923,10720.0,74.9692682926829,1.68,25.097,9.8,96.313102722168,79.667106628418,1.04375004768372,55.0659602387666,25.3490377762304,26.4784303735636,30.1701721281222,31.5133522953549,2.91371378867489,3.00311290223018,42.6554851474926,20324.0,75855484.01,4864300.2675861,10852.6438272293,591377700.190856,10.2492246529784,624.0,10.0
1976.0,4026152.0,0.469013919500022,385178.0,36833226516.7772,9150.0,75.039512195122,1.86,35.775,12.2,99.0573577880859,88.7801666259766,1.00224995613098,50.6863391739167,35.2036263697041,43.5613071655474,38.8876141526318,32.5526848495046,26.9892560054462,3.12402978167525,53.0628689724096,4779.0,14296213.15,371391272.280849,8927.20162734477,-178682024.503649,9.16147276547562,1414.0,10.0
1976.0,8758599.0,0.433163460713304,110990.0,169718651797.0025,15820.0,71.3948780487805,2.24,77.36,28.0,90.370849609375,89.9315719604492,0.984040021896362,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,-2522.0,536805624.619408,1977264596.96392,15880.03059212925,-268901305.3429265,3.18982591472949,608.0,10.0
1976.0,10125939.0,0.667037110958035,78870.0,169718651797.0025,15820.0,70.5326829268293,2.39,66.595,20.8,99.3122482299805,90.5705337524414,1.0306099653244,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,-2727.0,536805624.619408,1977264596.96392,15880.03059212925,-268901305.3429265,3.18982591472949,656.0,10.0
1976.0,4725664.0,0.30144863871956,338150.0,32300961263.1188,6840.0,71.8129268292683,1.7,26.28,11.4,99.3122482299805,89.9002304077148,1.05043005943298,27.4477797901057,23.5449337234752,25.7187581337263,29.2252383526005,29.1140117611716,26.9892560054462,1.34012461675403,43.1176941384612,-11843.0,8280723.572,57984170.9085386,6740.29145314637,-27463695.7626939,14.3426930852257,536.0,10.0
1976.0,2470989.0,0.603153487739212,64594.0,169718651797.0025,15820.0,69.0478048780488,1.93,30.643,7.4,99.3122482299805,100.742958068848,0.9999350011348724,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,8870.0,536805624.619408,1977264596.96392,15880.03059212925,-268901305.3429265,3.18982591472949,656.0,10.0
1976.0,3328664.0,0.814807301678743,65300.0,169718651797.0025,15820.0,70.9580487804878,2.18,22.901,22.5,99.3122482299805,100.742958068848,0.9999350011348724,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,8581.0,536805624.619408,1977264596.96392,15880.03059212925,-268901305.3429265,3.18982591472949,656.0,10.0
1976.0,305774.0,0.508856893781478,320.0,649070463.912139,2120.0,72.0916097560976,2.21,15.52,20.3,91.1758422851562,75.9936218261719,0.932110011577606,50.6863391739167,75.4141801322071,86.4914042416452,25.2279960827519,45.5390146947276,26.9892560054462,1.70523464011206,123.31018258722,-1641.0,4939597.607,14113136.4229389,1726.55927652911,-14113136.4229389,0.551512830258583,560.0,10.0
1976.0,21551634.0,1.20458776216374,238390.0,169718651797.0025,15820.0,69.6987804878049,2.54,73.719,40.5,99.3122482299805,100.742958068848,0.9999350011348724,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,18748.0,536805624.619408,0.0,15880.03059212925,-268901305.3429265,3.18982591472949,637.0,10.0
1977.0,9455675.0,1.06175496688687,92120.0,22987181731.2863,2430.0,70.0121951219512,2.69,47.899,35.7,99.3122482299805,56.8584594726562,0.964510023593903,50.6863391739167,14.434696986541,26.0933760587177,30.1207362676697,21.5347636674426,26.9892560054462,2.07020884669032,31.3159947761987,37779.0,26513475.42,57914757.951664,2267.37100319478,-55268797.2290351,31.0167490988807,854.0,10.0
1977.0,36511638.0,1.02913180859153,505990.0,133016279234.664,3640.0,74.1319512195122,2.65,25.416,18.7,99.3122482299805,75.5218887329102,0.99125999212265,14.3011219442462,13.2755587748773,15.9229677703068,26.3656256990143,20.6435349447779,26.9892560054462,2.31423266289489,21.1998570669716,-1332.0,2655160.189,607674770.017613,3624.99940255962,-492183544.446718,24.5380632929205,636.0,10.0
1977.0,55955411.0,0.424722057350148,301340.0,264411494372.6,4730.0,73.3646341463415,1.93,26.231,19.5,103.189651489258,71.4316711425781,0.945729970932007,24.0901252208728,21.3305124603008,20.3829035797489,25.0956915578947,26.7224319808429,2.38812871464755,1.89080851218824,36.1737452479743,42246.0,242560730.0,1129034014.86375,4614.21004931651,-568438393.423259,17.13004878665,832.0,10.0
1977.0,78159814.0,-0.226376662518719,356970.0,599272710149.934,7670.0,72.3073170731707,1.4,27.487,18.3,99.3122482299805,100.742958068848,0.9999350011348724,50.6863391739167,17.904823796026,20.0547831357242,25.6388605733496,23.2844590814711,10.8016112715667,3.03829371131303,36.4245247731803,33881.0,4255071289.0,949983808.586455,7711.10232025365,1457079065.39375,3.73416240635147,700.0,10.0
1977.0,54486467.0,0.467415655328551,549086.0,424881094831.552,7800.0,73.3512195121951,1.94,29.789,13.9,95.5640029907227,83.737922668457,1.03666996955872,50.6863391739167,21.0168191106476,20.7049267737818,26.1140509492777,34.7193236889757,6.86650524219653,3.23156861034418,33.3795995792588,44918.0,2768169189.0,1896159371.65279,7464.90784463001,-893591988.228106,9.49455467190434,867.0,10.0
1977.0,9830358.0,0.123479645392964,33120.0,80808471234.3134,8220.0,72.7739024390244,1.71,24.783,16.7,72.5061264038086,85.0422973632812,1.00327003002167,50.6863391739167,47.5072502227347,48.1702725216395,26.6342768857943,35.1685859391222,12.4231551726462,3.14324864709375,56.949534969442,10460.0,713931457.5,1274930000.0,8426.94695947372,-268901305.3429265,7.09600059132598,847.0,10.0
1977.0,7568430.0,0.0383904939016918,83879.0,50391969816.4729,6660.0,71.9146341463415,1.63,35.532,19.4,99.3122482299805,100.742958068848,0.9999350011348724,50.6863391739167,28.0638790453153,32.4507461693303,30.0794196614993,29.8013583083701,2.90188536199451,1.34595189062191,46.8468855202585,13245.0,239277359.0,96810000.0,6783.95142193665,-268901305.3429265,5.49461568127666,1110.0,10.0
1977.0,4559571.0,0.519752409818,56540.0,169718651797.0025,15820.0,70.7443902439024,1.947,49.934,7.4,99.3122482299805,100.742958068848,0.9999350011348724,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,-7339.0,536805624.619408,1977264596.96392,15880.03059212925,-268901305.3429265,3.18982591472949,656.0,10.0
1977.0,5088419.0,0.311445515827576,42920.0,49767982139.4082,9780.0,74.6324390243903,1.66,21.211,11.1,94.5232391357422,100.742958068848,0.9999350011348724,127.607245159505,28.39904461805,31.9715871765757,24.418617559832,30.2289317502919,9.61542067169771,2.21630312859212,46.9305927984593,5548.0,536805624.619408,75799728.5000125,9769.57864283968,85468875.7495167,10.9222378100329,703.0,10.0
1977.0,1450211.0,0.73604373010673,45230.0,169718651797.0025,15820.0,69.4489512195122,2.06,38.436,7.4,99.3122482299805,100.742958068848,0.9999350011348724,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,7189.0,536805624.619408,1977264596.96392,15880.03059212925,-268901305.3429265,3.18982591472949,656.0,10.0
1977.0,9308479.0,1.30110948889596,131960.0,36643585235.2364,3940.0,73.6803414634146,2.27,51.16,23.8,101.741897583008,85.5186386108398,0.925979971885681,28.8009790082533,13.9264728000705,19.8363440224466,31.1446064321389,21.6039231866073,26.9892560054462,5.91853565442111,26.9362776368813,19193.0,55000000.0,387000000.0,3832.32110004611,-387000000.0,12.3697970875078,652.0,10.0
1977.0,10648031.0,0.464581042574049,93030.0,14811484671.9911,1390.0,69.8480487804878,2.15,76.185,29.3,99.9297790527344,79.2947387695312,0.97036999464035,17.2669144332316,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,2.9553264604811,83.8386369057995,-54.0,536805624.619408,1977264596.96392,1383.86613419222,-268901305.3429265,3.90889569564822,589.0,10.0
1977.0,34689050.0,0.963866722795674,312690.0,169718651797.0025,15820.0,70.4024390243902,2.23,36.215,26.2,100.069610595703,83.1028213500977,0.9999350011348724,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,-33496.0,536805624.619408,5000000.0,15880.03059212925,12000000.0,4.90278951821559,600.0,10.0
1977.0,8251540.0,0.355157699857837,447420.11,93189502920.1883,11290.0,75.379756097561,1.64,22.108,9.4,96.823371887207,79.7663726806641,1.03767001628876,54.2631848480102,25.1153737336527,26.2330915275603,26.5014317624493,33.17231529964,8.05757352981701,3.10108211536798,41.5751178493572,23528.0,102375618.0,81453706.8607516,11432.15272476,655843991.055073,11.4418051091077,624.0,10.0
1977.0,4043205.0,0.422661319522559,385178.0,40258385119.5634,9960.0,75.3868292682927,1.75,31.924,11.5,98.7409210205078,89.4089202880859,1.00383996963501,50.6863391739167,33.550559357011,42.651424640672,38.1064226494334,33.1066036711198,26.9892560054462,3.09817680596454,52.4308182632779,4845.0,66100570.68,768296209.74682,10266.1206718698,-643205492.660323,9.10383971160298,1414.0,10.0
1977.0,8804183.0,0.519098880350645,110990.0,169718651797.0025,15820.0,70.8160975609756,2.21,77.311,27.2,88.7708129882812,92.382942199707,0.9964399933815,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,-11955.0,536805624.619408,1977264596.96392,15880.03059212925,-268901305.3429265,3.18982591472949,608.0,10.0
1977.0,10186755.0,0.59879976253946,78870.0,169718651797.0025,15820.0,70.5734146341463,2.34,63.765,19.9,99.3122482299805,92.8348083496094,1.03042995929718,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,-1968.0,536805624.619408,1977264596.96392,15880.03059212925,-268901305.3429265,3.18982591472949,656.0,10.0
1977.0,4738902.0,0.279738313043981,338150.0,34053056558.0081,7190.0,72.350243902439,1.68,23.818,10.6,99.3122482299805,93.1230773925781,1.04932999610901,27.2848760754711,26.84890448674,25.5364088277753,27.9854156187071,28.7895648047446,26.9892560054462,1.40535201149425,45.5872557023862,-5697.0,11640783.31,48060229.1996462,7069.73565139858,24131108.6257377,11.7933469184054,536.0,10.0
1977.0,2485073.0,0.56835600171116,64594.0,169718651797.0025,15820.0,69.1046341463415,1.89,32.339,7.4,99.3122482299805,100.742958068848,0.9999350011348724,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,11992.0,536805624.619408,1977264596.96392,15880.03059212925,-268901305.3429265,3.18982591472949,656.0,10.0
1977.0,3355036.0,0.789147833101285,65300.0,169718651797.0025,15820.0,70.809512195122,2.14,25.196,22.2,99.3122482299805,100.742958068848,0.9999350011348724,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,8964.0,536805624.619408,1977264596.96392,15880.03059212925,-268901305.3429265,3.18982591472949,656.0,10.0
1977.0,306970.0,0.390375595306017,320.0,710867057.350077,2320.0,72.2178048780488,2.14,14.973,19.3,110.844161987305,74.1933898925781,0.93572998046875,50.6863391739167,76.9238344330666,90.4291437843337,23.8201491282166,39.5864759250579,26.9892560054462,1.70523464011206,128.684011797417,-1598.0,3078313.589,18469880.9169504,2037.86473679743,-18469880.9169504,10.0403748002364,560.0,10.0
1977.0,21756096.0,0.944235678563911,238390.0,169718651797.0025,15820.0,69.7419512195122,2.57,73.359,38.6,99.3122482299805,100.742958068848,0.9999350011348724,50.6863391739167,38.4711164171074,36.9194069594885,23.5882360674433,35.1685859391222,26.9892560054462,1.70523464011206,56.949534969442,-28135.0,536805624.619408,0.0,15880.03059212925,-268901305.3429265,3.18982591472949,637.0,10.0
